Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
08- Operations,Chrome 114.0.0.0,,,2023-07-25 17:51:25,2023-07-25 17:55:48,4m - 22.479s,FAILED
,,,,,,,
Test Cases/08- Operations/01 - Client Assignment - Select Org unit,Chrome 114.0.0.0,Need to add this autotester03@mailinator.com as a CLIENT under connection before running this TC,,2023-07-25 17:51:26,2023-07-25 17:52:55,1m - 29.419s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-25 17:51:26,2023-07-25 17:51:28,2.301s,PASSED
navigateToUrl(appURL),Chrome 114.0.0.0,,,2023-07-25 17:51:28,2023-07-25 17:51:41,12.583s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-25 17:51:41,2023-07-25 17:51:41,0.138s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-25 17:51:41,2023-07-25 17:52:43,1m - 1.893s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_Operation""))",Chrome 114.0.0.0,,,2023-07-25 17:52:43,2023-07-25 17:52:45,2.215s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client_Assignment""))",Chrome 114.0.0.0,,,2023-07-25 17:52:45,2023-07-25 17:52:46,1.198s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Private_Circle""))",Chrome 114.0.0.0,,,2023-07-25 17:52:46,2023-07-25 17:52:47,0.304s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-25 17:52:47,2023-07-25 17:52:50,3.002s,PASSED
"click(findTestObject(""08-Operations/Client_Assignment""))",Chrome 114.0.0.0,,,2023-07-25 17:52:50,2023-07-25 17:52:50,0.404s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client Assignment/Client Assignment Page 2""))",Chrome 114.0.0.0,,,2023-07-25 17:52:50,2023-07-25 17:52:51,0.878s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-25 17:52:51,2023-07-25 17:52:54,3.015s,PASSED
"click(findTestObject(""08-Operations/Client Assignment/Org unit edit""))",Chrome 114.0.0.0,,,2023-07-25 17:52:54,2023-07-25 17:52:54,0.427s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client Assignment/Select org unit modal""))",Chrome 114.0.0.0,,,2023-07-25 17:52:54,2023-07-25 17:52:55,0.455s,PASSED
"click(findTestObject(""08-Operations/Client Assignment/button_Select_org unit select""))",Chrome 114.0.0.0,,,2023-07-25 17:52:55,2023-07-25 17:52:55,0.323s,PASSED
,,,,,,,
Test Cases/08- Operations/02 - Client Assignment by Employee,Chrome 114.0.0.0,,,2023-07-25 17:52:55,2023-07-25 17:53:22,26.980s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-25 17:52:55,2023-07-25 17:52:58,3.017s,PASSED
"verifyElementNotClickable(findTestObject(""08-Operations/Client Assignment/button_ Assign""))",Chrome 114.0.0.0,,,2023-07-25 17:52:58,2023-07-25 17:52:59,0.357s,PASSED
"verifyElementNotClickable(findTestObject(""08-Operations/Client Assignment/button_Unassign""))",Chrome 114.0.0.0,,,2023-07-25 17:52:59,2023-07-25 17:52:59,0.459s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-25 17:52:59,2023-07-25 17:53:02,3.006s,PASSED
"click(findTestObject(""08-Operations/Client Assignment/div_GG TESTER""))",Chrome 114.0.0.0,,,2023-07-25 17:53:02,2023-07-25 17:53:03,0.382s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client Assignment/Clients column""))",Chrome 114.0.0.0,,,2023-07-25 17:53:03,2023-07-25 17:53:03,0.885s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client Assignment/Assigned Clients empty""))",Chrome 114.0.0.0,,,2023-07-25 17:53:03,2023-07-25 17:53:04,0.343s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-25 17:53:04,2023-07-25 17:53:07,3.008s,PASSED
"click(findTestObject(""08-Operations/Client Assignment/div_GTGG Tester 3""))",Chrome 114.0.0.0,,,2023-07-25 17:53:07,2023-07-25 17:53:07,0.357s,PASSED
"verifyElementClickable(findTestObject(""08-Operations/Client Assignment/button_ Assign""))",Chrome 114.0.0.0,,,2023-07-25 17:53:07,2023-07-25 17:53:08,0.439s,PASSED
"click(findTestObject(""08-Operations/Client Assignment/button_ Assign""))",Chrome 114.0.0.0,,,2023-07-25 17:53:08,2023-07-25 17:53:08,0.561s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client Assignment/snack-bar-container_Updated assignmentOK""))",Chrome 114.0.0.0,,,2023-07-25 17:53:08,2023-07-25 17:53:09,0.983s,PASSED
delay(delay_1second),Chrome 114.0.0.0,,,2023-07-25 17:53:09,2023-07-25 17:53:10,1.003s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client Assignment/Client column Empty""))",Chrome 114.0.0.0,,,2023-07-25 17:53:10,2023-07-25 17:53:11,0.385s,PASSED
"verifyElementVisible(findTestObject(""08-Operations/Client Assignment/Assigned clients column""))",Chrome 114.0.0.0,,,2023-07-25 17:53:11,2023-07-25 17:53:11,0.336s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-25 17:53:11,2023-07-25 17:53:14,3.007s,PASSED
"click(findTestObject(""08-Operations/Client Assignment/div_GTGG Tester 3""))",Chrome 114.0.0.0,,,2023-07-25 17:53:14,2023-07-25 17:53:14,0.358s,PASSED
"verifyElementClickable(findTestObject(""08-Operations/Client Assignment/button_Unassign""))",Chrome 114.0.0.0,,,2023-07-25 17:53:14,2023-07-25 17:53:15,0.884s,PASSED
