Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
01-Login and Forgot Password,Chrome 114.0.0.0,,,2023-07-21 10:33:55,2023-07-21 10:37:18,3m - 23.099s,FAILED
,,,,,,,
Test Cases/01-Login and Forgot Password/01-Login(Credentials Blank),Chrome 114.0.0.0,,,2023-07-21 10:33:55,2023-07-21 10:34:18,22.548s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-21 10:33:56,2023-07-21 10:33:57,1.835s,PASSED
navigateToUrl(appURL),Chrome 114.0.0.0,,,2023-07-21 10:33:57,2023-07-21 10:34:12,14.575s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-21 10:34:12,2023-07-21 10:34:12,0.139s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Login_Card""), 0)",Chrome 114.0.0.0,,,2023-07-21 10:34:12,2023-07-21 10:34:12,0.377s,PASSED
delay(delay_2seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:12,2023-07-21 10:34:15,2.026s,PASSED
"verifyElementNotClickable(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 114.0.0.0,,,2023-07-21 10:34:15,2023-07-21 10:34:15,0.340s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:15,2023-07-21 10:34:18,3.011s,PASSED
,,,,,,,
Test Cases/01-Login and Forgot Password/02-Login(Wrong Email),Chrome 114.0.0.0,,,2023-07-21 10:34:18,2023-07-21 10:34:29,11.062s,PASSED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), unregistered_email)",Chrome 114.0.0.0,,,2023-07-21 10:34:18,2023-07-21 10:34:19,0.664s,PASSED
"setEncryptedText(findTestObject(""01-Login and Forgot Password/input_Email_password""), ""pUQNV8a0dCQ="")",Chrome 114.0.0.0,,,2023-07-21 10:34:19,2023-07-21 10:34:19,0.499s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:19,2023-07-21 10:34:22,3.006s,PASSED
"click(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 114.0.0.0,,,2023-07-21 10:34:22,2023-07-21 10:34:23,0.374s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:23,2023-07-21 10:34:26,3.011s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Invalid email error""), 0)",Chrome 114.0.0.0,,,2023-07-21 10:34:26,2023-07-21 10:34:26,0.336s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:26,2023-07-21 10:34:29,3.003s,PASSED
,,,,,,,
"Test Cases/01-Login and Forgot Password/03-Login(Valid email, wrong pass)",Chrome 114.0.0.0,,,2023-07-21 10:34:29,2023-07-21 10:34:43,13.619s,PASSED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), email_without_subscription)",Chrome 114.0.0.0,,,2023-07-21 10:34:29,2023-07-21 10:34:30,0.893s,PASSED
"setEncryptedText(findTestObject(""01-Login and Forgot Password/input_Email_password""), ""OxgQgnWTiECE3BxjMAl2ng=="")",Chrome 114.0.0.0,,,2023-07-21 10:34:30,2023-07-21 10:34:31,0.498s,PASSED
delay(delay_2seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:31,2023-07-21 10:34:33,2.003s,PASSED
"click(findTestObject(""01-Login and Forgot Password/show pass button""))",Chrome 114.0.0.0,,,2023-07-21 10:34:33,2023-07-21 10:34:33,0.344s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:33,2023-07-21 10:34:36,3.003s,PASSED
"click(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 114.0.0.0,,,2023-07-21 10:34:36,2023-07-21 10:34:36,0.357s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:36,2023-07-21 10:34:39,3.012s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Invalid user name or password""), 0)",Chrome 114.0.0.0,,,2023-07-21 10:34:39,2023-07-21 10:34:40,0.330s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:40,2023-07-21 10:34:43,3.009s,PASSED
,,,,,,,
Test Cases/01-Login and Forgot Password/04-Login (Valid Credentials-Without Subscription),Chrome 114.0.0.0,,,2023-07-21 10:34:43,2023-07-21 10:35:48,1m - 5.924s,PASSED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), email_without_subscription)",Chrome 114.0.0.0,,,2023-07-21 10:34:43,2023-07-21 10:34:44,0.867s,PASSED
"setEncryptedText(findTestObject(""01-Login and Forgot Password/input_Email_password2""), password)",Chrome 114.0.0.0,,,2023-07-21 10:34:44,2023-07-21 10:34:44,0.509s,PASSED
delay(delay_2seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:44,2023-07-21 10:34:46,2.017s,PASSED
"click(findTestObject(""01-Login and Forgot Password/show pass button""))",Chrome 114.0.0.0,,,2023-07-21 10:34:46,2023-07-21 10:34:47,0.361s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:47,2023-07-21 10:34:50,3.006s,PASSED
"click(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 114.0.0.0,,,2023-07-21 10:34:50,2023-07-21 10:34:50,0.390s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:50,2023-07-21 10:34:53,3.006s,PASSED
"executeJavaScript(""window.open();"", [])",Chrome 114.0.0.0,,,2023-07-21 10:34:53,2023-07-21 10:34:53,0.031s,PASSED
currentWindow = getWindowIndex(),Chrome 114.0.0.0,,,2023-07-21 10:34:53,2023-07-21 10:34:53,0.014s,PASSED
delay(delay_5seconds),Chrome 114.0.0.0,,,2023-07-21 10:34:53,2023-07-21 10:34:58,5.008s,PASSED
switchToWindowIndex(currentWindow + 1),Chrome 114.0.0.0,,,2023-07-21 10:34:58,2023-07-21 10:34:58,0.018s,PASSED
navigateToUrl(app_mailinator),Chrome 114.0.0.0,,,2023-07-21 10:34:58,2023-07-21 10:35:04,6.391s,PASSED
delay(delay_5seconds),Chrome 114.0.0.0,,,2023-07-21 10:35:04,2023-07-21 10:35:09,5.014s,PASSED
